title,tags_x,genre,popularity,vote_count,vote_average
rosario tijeras,"bárbara de regil, josé maría de tavira, antonio gaona, hernán mendoza, vanessa bauche, christian vasquez, josé sefami, ariel lópez padilla crime tv shows, intern tv shows, spanish-languag tv show world collid when a vengeance-obsess young woman from the other side of the track captur the attent of two well-off friends.","Crime, Romance, Drama",22.072,47.0,below_avg
backdraft 2,"gonzalo lópez-gallego joe anderson, william baldwin, donald sutherland, alisha bailey, alastair mackenzie, domin mafham, jessamine-bliss bell, martin hutson, aaron mccusker, cyril nri action & adventure, drama in thi sequel to the 1991 film, a determin fire investig recruit an imprison arsonist to help untangl a web of fire, murder and corruption.","Action, Crime, Drama",17.313,128.0,below_avg
malibu rescue,"savag steve holland ricardo hurtado, breanna yde, jacki r. jacobson, abbi donnelly, alkoya brunson, jt neal, ian ziering, bryana salaz, camaron engels, jeremi howard, jeff meacham children & famili movies, comedi when a long list of shenanigan land tyler in hot water, he’ forc to suit up and spend hi summer train for an elit junior lifeguard program.","Action, Comedy, Family",16.351,165.0,below_avg
the wandering earth,"frant gwo jing wu, chuxiao qu, jinmai zhao, li guangjie, ng man-tat, mike kai sui, qu jingjing, yichi zhang, yang haoyu, arkadi sharogradsky, hongchen li, lei jiayin, yi yang, zhigang jiang, huan zhang intern movies, sci-fi & fantasi a loom collis with jupit threaten earth as human search for a new star. the planet' fate now lie in the hand of a few unexpect heroes.","Science Fiction, Action, Drama",26.346,546.0,below_avg
"extremely wicked, shockingly evil and vile","joe berling zac efron, lili collins, kaya scodelario, jeffrey donovan, angela sarafyan, jim parsons, john malkovich, haley joel osment, dylan baker, brian geraghti dramas, independ movi singl mother liz fall for ted bundi and refus to believ the truth about hi crime for years. a drama base on a true story.",Crime,22.021,2788.0,average
jo pil-ho: the dawning rage,"lee jeong-beom lee sun-kyun, jeon so-nee, park hae-joon, song young-chang, park byung-eun, lim hyung-kuk, kim min-jae, kwon han-sol, nam mun-cheol, lim cheol-su dramas, intern movies, thriller on the run from a dog intern affair agent, a corrupt cop reluctantli team up with a defiant teen to unravel a conspiraci – befor it' too late.","Action, Crime, Drama",16.13,70.0,below_avg
the last summer,"william bindley k.j. apa, maia mitchell, tyler posey, jacob latimore, halston sage, wolfgang novogratz, sosi bacon, jacob mccarthy, mario revolori, gage golightly, audrey grace marshal comedies, romant movi teen from a chicago high school grappl with their dreams, relationship and ident in a transform summer befor they leav for college.","Romance, Comedy",21.479,1237.0,not_popular
olympus has fallen,"antoin fuqua gerard butler, aaron eckhart, morgan freeman, finley jacobsen, dylan mcdermott, rick yune, angela bassett, melissa leo, radha mitchell, cole hauser, ashley judd, robert forster action & adventur a disgrac secret servic agent must come to the rescu when korean terrorist descend on the white hous and take the presid hostage.","Action, Thriller",68.241,5605.0,below_avg
the outsiders,"dylan kuo, adi an, lan cheng-lung, michael chang, joell lu crime tv shows, intern tv shows, romant tv show a trio of delinqu brother fend off neighborhood rival until one join a gang to gain protect for the upper-class girl he loves.","Crime, Drama",27.409,940.0,popular
a fortunate man,"bill august esben smed, katrin rosenthal, benjamin kitter, juli christiansen, tommi kenter, tammi øst, rasmu bjerg, ole lemmeke, sarah viktoria bjerregaard, ander hove, jen albinu dramas, intern movi a gift engin flee hi auster root to pursu wealth and success among copenhagen' elite, but the pride propel him threaten to be hi ruin.",Drama,15.739,112.0,average
a little chaos,"alan rickman kate winslet, matthia schoenaerts, alan rickman, stanley tucci, helen mccrory, steven waddington, jennif ehle, rupert penry-jones, paula paul, danni webb, phyllida law dramas, independ movies, intern movi a will young woman is hire to design a garden at versail for loui xiv. soon, she' ensnar in polit and romant complications.","Drama, Romance",13.561,566.0,below_avg
about time,"richard curti domhnal gleeson, rachel mcadams, bill nighy, lydia wilson, lindsay duncan, richard cordery, tom hollander, margot robbie, joshua mcguire, vanessa kirbi comedies, dramas, intern movi when tim learn that the men in hi famili can travel in time and chang their own lives, he decid to go back and win the woman of hi dreams.","Drama, Romance, Fantasy",39.13,6761.0,popular
super monsters furever friends,"elys maloway, vincent tong, erin mathews, andrea libman, alessandro juliani, nicol anthony, diana kaarina, ian jame corlett, britt mckillip children & famili movi on the first night of spring, the super monster gather for food, fun and game in the park – and get to meet their ador new pets!","Fantasy, Animation",18.224,9.0,below_avg
the perfect date,"chri nelson noah centineo, laura marano, camila mendes, odisea georgiadis, matt walsh, joe chrest, carri lazar, alex biglane, blain kern iii, zak steiner comedies, romant movi to earn money for college, a high schooler launch an app offer hi servic as a fake date. but when real feel emerge, thing get complicated.","Romance, Comedy",34.435,2882.0,below_avg
persona,"lee kyoungmi, yim pilsung, jeon go-woon, kim jong-kwan lee ji-eun (iu), bae doona, park hae soo, kim tae-hun, shim dal-gi, lee sung-wook, jung jun won intern tv shows, korean tv shows, tv drama an explor of differ persona in an eclect collect of four work by critic acclaim korean directors.",Drama,17.785,1569.0,popular
the silence,"john r. leonetti stanley tucci, kiernan shipka, miranda otto, kate trotter, john corbett, kyle breitkopf, dempsey bryk, billi maclellan horror movies, thriller with the world under attack by deadli creatur who hunt by sound, a teen and her famili seek refug outsid the citi and encount a mysteri cult.","Horror, Drama, Thriller, Fantasy",22.929,1171.0,not_popular
alien warfare,"jeremiah jone clayton snyder, david meadows, daniel washington, scott c. roe, larissa andrade, sal rendino, jose gun alves, scott king action & adventure, sci-fi & fantasi the u.s. navi seal team tackl a top-secret mission at a research center where scientist have mysteri disappear and anoth life form awaits.","Action, Science Fiction, Thriller",22.958,113.0,not_popular
possessed,"song sae-byeok, go joon-hee, youn jung-hoon, jo han-sun, lee won-jong, park gene-woo, kwon hyuk-hyun, park sang-min crime tv shows, intern tv shows, korean tv show a reluct clairvoy join forc with a brusqu polic detect hide a soft heart to help him solv crimin case use her psychic abilities.","Animation, Comedy, Horror",27.186,17.0,below_avg
the highwaymen,"john lee hancock kevin costner, woodi harrelson, kathi bates, john carrol lynch, thoma mann, kim dickens, w. earl brown, william sadler drama two steeli former texa ranger are task with track and kill infam crimin bonni and clyde in thi crime drama base on real events.","Crime, Drama, Thriller",20.064,1581.0,average
the terminal,"mohammad mansour, bouthayna al raesi, bassima hamada, ahlaam muhammed, shaimaa ali, foaz al -shatti, abdullah bahman, abdulmohsen al-qaffas, moham al dosari intern tv shows, tv drama social pressure, a complic past and a clash of valu beset the life of a businessman and hi family.","Comedy, Drama",31.973,6265.0,popular
mirage,"oriol paulo adriana ugarte, chino darín, javier gutiérrez, álvaro morte, nora navas, miquel fernández, clara segura, mima riera, aina clotet, albert pérez, julio bohigas-couto, belén rueda dramas, intern movies, sci-fi & fantasi a space-tim continuum glitch allow vera to save a boy' life 25 year earlier, but result in the loss of her daughter, whom she fight to get back.","Science Fiction, Thriller, Drama, Romance, Mystery",23.52,1425.0,popular
the dirt,"jeff tremain dougla booth, iwan rheon, colson baker, daniel webber, david costabile, pete davidson comedies, dramas, music & music in thi unflinch biopic base on mötley crüe' best-sel book, four la misfit navig the monster high and savag low of music superstardom.","Drama, Music, History",17.116,939.0,popular
burn out,"yann gozlan olivi rabourdin, françoi civil, manon azem, samuel jouy, narciss mame, naël rabia, sam louwyck, luc schwarz, mario magalhaes, marc-antoin duquenn action & adventure, intern movi when hi son' mom run afoul of paris' crimin underworld, a thrill-seek superbik racer begin moonlight as a drug courier to clear her debt.","Action, Thriller",17.814,300.0,average
girl,"luka dhont victor polster, arieh worthalter, oliv bodart, tijmen govaerts, katelijn damen, valentijn dhaenens, magali elali, alic de broqueville, chri thys, angelo tijssen dramas, intern movies, lgbtq movi fifteen-year-old ballet dancer lara face physic and emot hurdl as she prepar for gender confirm surgery. inspir by a true story.",Drama,17.42,558.0,popular
paskal,"adrian teh hairul azreen, ammar alfian, jasmin suraya, henley hii, hafizul kamal, theebaan govindasamy, gambit saifullah, taufiq hanafi, nam ron, amerul affendi, tiger chen action & adventure, dramas, intern movi naval unit paskal is among the most elit special forc in malaysia. but all bet are off when one of it own stage a hijacking. base on true events.","Action, War",18.416,55.0,popular
triple frontier,"j.c. chandor ben affleck, oscar isaac, charli hunnam, pedro pascal, garrett hedlund, adria arjona action & adventur loyalti are test when five former special forc oper reunit to steal a drug lord' fortune, unleash a chain of unintend consequences.","Action, Thriller, Crime, Adventure",26.805,2490.0,below_avg
immortals,"kerem bürsin, elçin sangu, birkan sokullu, selma ergeç, türkü turan, nilperi şahinkaya, efecan şenolsun, elit i̇şcan intern tv shows, tv dramas, tv horror driven by revenge, human-turned-vampir mia set out to vanquish dmitry, a ruthless vampir leader who seek an artifact that grant immortality.","Fantasy, Action, Drama",22.293,2083.0,not_popular
nappily ever after,"haifaa al-mansour sanaa lathan, ricki whittle, lynn whitfield, lyriq bent, erni hudson comedies, dramas, romant movi when a perfectionist ad exec experi a romant setback, she embark on a journey of self-discoveri that begin with a dramat hair makeover.","Comedy, Romance",23.651,748.0,popular
the hard way,"keoni waxman michael jai white, luke goss, randi couture, madalina anea, grant campbell, georg remes, ovidiu niculescu, adreea diac, michaela holla, bogden farca action & adventur after learn hi brother die on a mission in romania, a former soldier team up with two alli to hunt down a mysteri enemi and exact revenge.",Action,22.708,106.0,not_popular
radio rebel,"peter howitt debbi ryan, sarena parmar, adam dimarco, merritt patterson, nanci robertson children & famili movies, comedi shi student tara ha a secret identity: she is smooth-talk radio rebel, a dj who lend her voic to all kids, popular and unpopular alike.","Comedy, Drama, Family, TV Movie",19.376,731.0,below_avg
the boy who harnessed the wind,"chiwetel ejiofor maxwel simba, chiwetel ejiofor, aïssa maïga, lili banda, lemogang tsipa, philbert falakeza, joseph marcell, noma dumezweni children & famili movies, dramas, independ movi inspir by a scienc book, 13-year-old william kamkwamba build a wind turbin to save hi malawian villag from famine. base on a true story.","Drama, History, Family",43.275,1216.0,popular
